"TransactionID","Timestamp","Category","AnomalyScore","CustomerID","Name","Age","Address","AccountBalance","LastLogin","MerchantID","MerchantName","Location","SuspiciousFlag","FraudIndicator","TransactionAmount","Amount"
"239","1/10/2022 22:00","Retail","0.33518576330519","1239","Customer 1239","40","Address 1239","8704.182255178","8/27/2022","2239","Merchant 2239","Location 2239","0","0","52.565828289984","53.979292490012"
"240","1/10/2022 23:00","Online","0.57226818364557","1240","Customer 1240","43","Address 1240","1883.4867347637","8/28/2022","2240","Merchant 2240","Location 2240","0","1","77.854594604805","45.006417118926"
"241","1/11/2022 0:00","Other","0.27209368024633","1241","Customer 1241","18","Address 1241","4328.6156839006","8/29/2022","2241","Merchant 2241","Location 2241","0","0","59.124835863043","27.18554242606"
"242","1/11/2022 1:00","Online","0.51576549315431","1242","Customer 1242","32","Address 1242","5765.6406473108","8/30/2022","2242","Merchant 2242","Location 2242","0","0","69.930870116418","25.420517132168"
"243","1/11/2022 2:00","Food","0.13447241213217","1243","Customer 1243","44","Address 1243","3963.2407535583","8/31/2022","2243","Merchant 2243","Location 2243","0","0","92.359370173517","48.252949178902"
"244","1/11/2022 3:00","Travel","0.17458425080474","1244","Customer 1244","46","Address 1244","8723.861426512","9/1/2022","2244","Merchant 2244","Location 2244","0","0","24.898259397716","38.658411543841"
"245","1/11/2022 4:00","Travel","0.2188798757269","1245","Customer 1245","23","Address 1245","5446.3969170886","9/2/2022","2245","Merchant 2245","Location 2245","0","0","65.356167155815","66.646272310495"
"246","1/11/2022 5:00","Online","0.21877867566263","1246","Customer 1246","34","Address 1246","5875.1652056766","9/3/2022","2246","Merchant 2246","Location 2246","0","0","99.043876054438","67.641913534609"
"247","1/11/2022 6:00","Retail","0.78669777431963","1247","Customer 1247","20","Address 1247","1616.6794272856","9/4/2022","2247","Merchant 2247","Location 2247","0","0","64.902091341211","95.632854433994"
"248","1/11/2022 7:00","Other","0.0065898600587623","1248","Customer 1248","29","Address 1248","1227.4380797052","9/5/2022","2248","Merchant 2248","Location 2248","0","0","90.591989405099","81.690041359885"
"249","1/11/2022 8:00","Online","0.027117354279371","1249","Customer 1249","26","Address 1249","5944.2058120142","9/6/2022","2249","Merchant 2249","Location 2249","0","0","52.492541773389","60.724694915322"
"250","1/11/2022 9:00","Retail","0.8702311777696","1250","Customer 1250","59","Address 1250","3882.1486599055","9/7/2022","2250","Merchant 2250","Location 2250","0","0","21.651346547387","60.558081005574"
"251","1/11/2022 10:00","Retail","0.64936662031668","1251","Customer 1251","34","Address 1251","1820.9385858996","9/8/2022","2251","Merchant 2251","Location 2251","0","0","78.566123351274","38.533109535614"
"252","1/11/2022 11:00","Food","0.70748115931339","1252","Customer 1252","53","Address 1252","9182.873876487","9/9/2022","2252","Merchant 2252","Location 2252","0","0","80.254493805381","39.641934706761"
"253","1/11/2022 12:00","Travel","0.51050816708604","1253","Customer 1253","62","Address 1253","5185.7620818509","9/10/2022","2253","Merchant 2253","Location 2253","0","0","15.053521973226","52.328590806381"
"254","1/11/2022 13:00","Retail","0.28170745637755","1254","Customer 1254","31","Address 1254","9511.1670774939","9/11/2022","2254","Merchant 2254","Location 2254","0","0","96.621376059819","61.157045133672"
"255","1/11/2022 14:00","Other","0.81421134461099","1255","Customer 1255","32","Address 1255","5672.32471913","9/12/2022","2255","Merchant 2255","Location 2255","0","0","92.883435885881","74.416737147771"
"256","1/11/2022 15:00","Retail","0.76339358537044","1256","Customer 1256","42","Address 1256","3655.4596408816","9/13/2022","2256","Merchant 2256","Location 2256","0","0","96.465325892093","16.706079493373"
"257","1/11/2022 16:00","Food","0.55562803118537","1257","Customer 1257","21","Address 1257","9886.8301099525","9/14/2022","2257","Merchant 2257","Location 2257","0","0","71.337967068381","23.740319049622"
"258","1/11/2022 17:00","Travel","0.455899095876","1258","Customer 1258","28","Address 1258","6394.7805792138","9/15/2022","2258","Merchant 2258","Location 2258","0","0","64.848216240514","72.195795931522"
"259","1/11/2022 18:00","Other","0.27561296252099","1259","Customer 1259","40","Address 1259","1633.9679361264","9/16/2022","2259","Merchant 2259","Location 2259","0","0","79.510782925886","63.922374144439"
"260","1/11/2022 19:00","Online","0.34851838027062","1260","Customer 1260","64","Address 1260","4878.415267176","9/17/2022","2260","Merchant 2260","Location 2260","0","0","35.661094997857","32.121734238901"
"261","1/11/2022 20:00","Food","0.9916263388453","1261","Customer 1261","52","Address 1261","3304.0438639202","9/18/2022","2261","Merchant 2261","Location 2261","0","0","34.533834069958","61.322631391092"
"262","1/11/2022 21:00","Retail","0.38723827467698","1262","Customer 1262","64","Address 1262","6439.676561471","9/19/2022","2262","Merchant 2262","Location 2262","1","0","18.327174054357","54.474330214991"
"263","1/11/2022 22:00","Food","0.21754264143565","1263","Customer 1263","21","Address 1263","3583.3826875795","9/20/2022","2263","Merchant 2263","Location 2263","0","0","11.863411163225","27.336940402645"
"264","1/11/2022 23:00","Food","0.20220637417757","1264","Customer 1264","23","Address 1264","6025.00266107","9/21/2022","2264","Merchant 2264","Location 2264","0","0","26.57347152487","31.305825185224"
"265","1/12/2022 0:00","Food","0.49330831928073","1265","Customer 1265","47","Address 1265","7502.5621608923","9/22/2022","2265","Merchant 2265","Location 2265","0","0","29.78245575032","41.542059627945"
"266","1/12/2022 1:00","Travel","0.61203351370467","1266","Customer 1266","50","Address 1266","1773.8085062866","9/23/2022","2266","Merchant 2266","Location 2266","0","0","59.422135320772","32.859244681367"
"267","1/12/2022 2:00","Food","0.3276545412729","1267","Customer 1267","60","Address 1267","1771.545378473","9/24/2022","2267","Merchant 2267","Location 2267","0","0","10.317806918915","71.234732592757"
"268","1/12/2022 3:00","Retail","0.86409722491588","1268","Customer 1268","40","Address 1268","5840.9716945742","9/25/2022","2268","Merchant 2268","Location 2268","0","0","84.316695927071","26.619459510326"
"269","1/12/2022 4:00","Travel","0.74077886236982","1269","Customer 1269","34","Address 1269","9261.1099696828","9/26/2022","2269","Merchant 2269","Location 2269","0","0","36.155528396162","56.279587296511"
"270","1/12/2022 5:00","Travel","0.60775200246008","1270","Customer 1270","23","Address 1270","1937.6556106048","9/27/2022","2270","Merchant 2270","Location 2270","0","0","27.515267294874","79.539364018056"
"271","1/12/2022 6:00","Other","0.62089911111458","1271","Customer 1271","23","Address 1271","9084.7916585458","9/28/2022","2271","Merchant 2271","Location 2271","0","1","10.831047198659","36.754414072668"
"272","1/12/2022 7:00","Travel","0.04434239043481","1272","Customer 1272","48","Address 1272","5815.4580237423","9/29/2022","2272","Merchant 2272","Location 2272","0","1","30.823268072625","58.179737076157"
"273","1/12/2022 8:00","Other","0.40316132958182","1273","Customer 1273","61","Address 1273","7120.6169162842","9/30/2022","2273","Merchant 2273","Location 2273","0","0","20.018264922928","28.303899974374"
"274","1/12/2022 9:00","Travel","0.95076288292897","1274","Customer 1274","27","Address 1274","4380.7372439307","10/1/2022","2274","Merchant 2274","Location 2274","0","0","59.425774167905","35.924100771056"
"275","1/12/2022 10:00","Online","0.73285172174278","1275","Customer 1275","23","Address 1275","7853.4873143418","10/2/2022","2275","Merchant 2275","Location 2275","0","0","49.119283544009","78.312707141626"
"276","1/12/2022 11:00","Travel","0.78344978033782","1276","Customer 1276","31","Address 1276","4961.926428913","10/3/2022","2276","Merchant 2276","Location 2276","0","0","27.226847422489","35.05265258367"
"277","1/12/2022 12:00","Retail","0.41853926025091","1277","Customer 1277","22","Address 1277","5042.1998481617","10/4/2022","2277","Merchant 2277","Location 2277","0","0","41.099228937129","70.797305705316"
"278","1/12/2022 13:00","Other","0.65200160603327","1278","Customer 1278","40","Address 1278","8817.0764052783","10/5/2022","2278","Merchant 2278","Location 2278","0","0","62.471646349321","61.109320344049"
"279","1/12/2022 14:00","Food","0.61297159352107","1279","Customer 1279","37","Address 1279","7156.8709201125","10/6/2022","2279","Merchant 2279","Location 2279","0","0","87.473297079702","56.754616986194"
"280","1/12/2022 15:00","Retail","0.77015980129542","1280","Customer 1280","60","Address 1280","8295.2815579023","10/7/2022","2280","Merchant 2280","Location 2280","0","0","31.214831319841","16.219860051456"
"281","1/12/2022 16:00","Food","0.71735687354581","1281","Customer 1281","33","Address 1281","3183.4664942136","10/8/2022","2281","Merchant 2281","Location 2281","0","0","61.903524570187","10.802412944131"
"282","1/12/2022 17:00","Travel","0.58675953513983","1282","Customer 1282","39","Address 1282","7308.697301894","10/9/2022","2282","Merchant 2282","Location 2282","0","0","96.571988933342","66.570024496064"
"283","1/12/2022 18:00","Retail","0.56218964684218","1283","Customer 1283","63","Address 1283","9408.4820742655","10/10/2022","2283","Merchant 2283","Location 2283","0","0","37.992135227256","26.133992196232"
"284","1/12/2022 19:00","Other","0.7037667679922","1284","Customer 1284","39","Address 1284","8776.8322818301","10/11/2022","2284","Merchant 2284","Location 2284","0","0","51.995641886702","17.317354928219"
"285","1/12/2022 20:00","Retail","0.26497635006193","1285","Customer 1285","47","Address 1285","6040.5841969534","10/12/2022","2285","Merchant 2285","Location 2285","0","0","61.436092262371","75.324463173858"
"286","1/12/2022 21:00","Travel","0.11943993944181","1286","Customer 1286","19","Address 1286","7665.9324502916","10/13/2022","2286","Merchant 2286","Location 2286","0","0","14.523521313977","30.768477767338"
"287","1/12/2022 22:00","Other","0.58737648965288","1287","Customer 1287","34","Address 1287","9561.5106003277","10/14/2022","2287","Merchant 2287","Location 2287","0","0","33.913583096911","57.456224137147"
"288","1/12/2022 23:00","Online","0.82568691309535","1288","Customer 1288","46","Address 1288","8285.6278842802","10/15/2022","2288","Merchant 2288","Location 2288","0","0","78.979687959966","73.303297049133"
"289","1/13/2022 0:00","Food","0.75728291715524","1289","Customer 1289","31","Address 1289","9393.9109432913","10/16/2022","2289","Merchant 2289","Location 2289","0","1","51.13891597355","96.233214196008"
"290","1/13/2022 1:00","Travel","0.91995204654711","1290","Customer 1290","37","Address 1290","6981.0182231731","10/17/2022","2290","Merchant 2290","Location 2290","0","0","69.595843966961","77.304665426347"
"291","1/13/2022 2:00","Retail","0.89468649657787","1291","Customer 1291","47","Address 1291","8103.6072413943","10/18/2022","2291","Merchant 2291","Location 2291","0","0","66.205435123643","62.773885447483"
"292","1/13/2022 3:00","Retail","0.3964009869236","1292","Customer 1292","33","Address 1292","5713.4873440254","10/19/2022","2292","Merchant 2292","Location 2292","0","0","58.016648413774","56.550359749128"
"293","1/13/2022 4:00","Travel","0.29619037517064","1293","Customer 1293","51","Address 1293","3955.5607158414","10/20/2022","2293","Merchant 2293","Location 2293","0","0","79.283111964412","91.375032931796"
"294","1/13/2022 5:00","Other","0.4012329535232","1294","Customer 1294","61","Address 1294","8869.1548974673","10/21/2022","2294","Merchant 2294","Location 2294","0","0","16.922600586547","35.151451307265"
"295","1/13/2022 6:00","Food","0.79790500291859","1295","Customer 1295","60","Address 1295","5483.4703590819","10/22/2022","2295","Merchant 2295","Location 2295","0","0","22.65471379806","34.520859744133"
"296","1/13/2022 7:00","Travel","0.68799265204853","1296","Customer 1296","28","Address 1296","1364.637917655","10/23/2022","2296","Merchant 2296","Location 2296","0","0","12.048607534898","95.328577848751"
"297","1/13/2022 8:00","Retail","0.74055188107274","1297","Customer 1297","22","Address 1297","1825.4295825629","10/24/2022","2297","Merchant 2297","Location 2297","0","0","82.526261140939","51.403585741046"
"298","1/13/2022 9:00","Retail","0.35855276104163","1298","Customer 1298","40","Address 1298","8075.836473166","10/25/2022","2298","Merchant 2298","Location 2298","0","0","67.966495420305","20.662557527281"
"299","1/13/2022 10:00","Travel","0.26106084661243","1299","Customer 1299","31","Address 1299","4661.5559259237","10/26/2022","2299","Merchant 2299","Location 2299","0","0","87.361339391083","53.655432940214"
"300","1/13/2022 11:00","Other","0.49149978215683","1300","Customer 1300","40","Address 1300","2446.8989581877","10/27/2022","2300","Merchant 2300","Location 2300","0","0","55.290971056035","46.243262402046"
"301","1/13/2022 12:00","Retail","0.052527426576193","1301","Customer 1301","36","Address 1301","3616.8383289525","10/28/2022","2301","Merchant 2301","Location 2301","0","0","97.05791341411","42.303801913906"
"302","1/13/2022 13:00","Online","0.12678930066676","1302","Customer 1302","54","Address 1302","2670.1130146853","10/29/2022","2302","Merchant 2302","Location 2302","0","0","25.143898277173","98.066208161325"
"303","1/13/2022 14:00","Travel","0.69076694593083","1303","Customer 1303","35","Address 1303","6650.9563718713","10/30/2022","2303","Merchant 2303","Location 2303","0","0","51.243510294737","61.987936449167"
"304","1/13/2022 15:00","Retail","0.83170427663878","1304","Customer 1304","62","Address 1304","9631.5175784995","10/31/2022","2304","Merchant 2304","Location 2304","0","0","50.705857230096","15.083582510759"
"305","1/13/2022 16:00","Food","0.37187376358465","1305","Customer 1305","23","Address 1305","4624.660778615","11/1/2022","2305","Merchant 2305","Location 2305","0","0","44.032947774887","79.214185266933"
"306","1/13/2022 17:00","Retail","0.13159939927003","1306","Customer 1306","41","Address 1306","6703.5896098173","11/2/2022","2306","Merchant 2306","Location 2306","0","0","18.860497469565","14.325618955527"
"307","1/13/2022 18:00","Travel","0.26944943539272","1307","Customer 1307","31","Address 1307","8449.5395756517","11/3/2022","2307","Merchant 2307","Location 2307","0","0","13.4786725364","74.045980566161"
"308","1/13/2022 19:00","Online","0.76773203474253","1308","Customer 1308","21","Address 1308","7152.1985708351","11/4/2022","2308","Merchant 2308","Location 2308","0","0","74.972246209495","13.775391834001"
"309","1/13/2022 20:00","Food","0.11508029379103","1309","Customer 1309","39","Address 1309","6507.0178396128","11/5/2022","2309","Merchant 2309","Location 2309","0","0","18.097908364235","20.773444943243"
"310","1/13/2022 21:00","Other","0.083805640733053","1310","Customer 1310","43","Address 1310","3339.5207338104","11/6/2022","2310","Merchant 2310","Location 2310","0","0","83.109142114905","76.948510557777"
"311","1/13/2022 22:00","Travel","0.0069695841114258","1311","Customer 1311","25","Address 1311","9253.4789169375","11/7/2022","2311","Merchant 2311","Location 2311","0","0","81.946692645446","27.453116490888"
"312","1/13/2022 23:00","Retail","0.28599442696108","1312","Customer 1312","26","Address 1312","6018.4436467397","11/8/2022","2312","Merchant 2312","Location 2312","0","0","18.370412411717","61.47768761043"
"313","1/14/2022 0:00","Online","0.58137518385477","1313","Customer 1313","37","Address 1313","1147.7141208195","11/9/2022","2313","Merchant 2313","Location 2313","0","0","71.940753579349","68.64043640103"
"314","1/14/2022 1:00","Other","0.3179432536869","1314","Customer 1314","29","Address 1314","2259.6696309113","11/10/2022","2314","Merchant 2314","Location 2314","0","0","84.894085196769","39.751780643817"
"315","1/14/2022 2:00","Travel","0.73644163348298","1315","Customer 1315","51","Address 1315","3432.0462856822","11/11/2022","2315","Merchant 2315","Location 2315","0","0","26.085561852185","84.98269506569"
"316","1/14/2022 3:00","Other","0.78114451615846","1316","Customer 1316","41","Address 1316","1538.0330397909","11/12/2022","2316","Merchant 2316","Location 2316","0","0","65.299832246262","29.291555935495"
"317","1/14/2022 4:00","Online","0.8705355626587","1317","Customer 1317","25","Address 1317","1892.6706040141","11/13/2022","2317","Merchant 2317","Location 2317","0","0","64.939886743824","22.189842315196"
"318","1/14/2022 5:00","Retail","0.61737164457747","1318","Customer 1318","61","Address 1318","3354.5183487596","11/14/2022","2318","Merchant 2318","Location 2318","0","0","45.882735084165","64.228772392301"
"319","1/14/2022 6:00","Food","0.80857105384933","1319","Customer 1319","38","Address 1319","5564.4934807352","11/15/2022","2319","Merchant 2319","Location 2319","0","0","42.371261636507","23.854314329321"
"320","1/14/2022 7:00","Other","0.88483764569353","1320","Customer 1320","48","Address 1320","4674.919670572","11/16/2022","2320","Merchant 2320","Location 2320","0","0","16.026934488712","85.998352441385"
"321","1/14/2022 8:00","Food","0.93899427983889","1321","Customer 1321","47","Address 1321","2685.9423652781","11/17/2022","2321","Merchant 2321","Location 2321","0","0","54.92016403905","57.86994336633"
"322","1/14/2022 9:00","Retail","0.30854322726295","1322","Customer 1322","29","Address 1322","9411.508716681","11/18/2022","2322","Merchant 2322","Location 2322","0","0","75.789198107222","88.096968673823"
"323","1/14/2022 10:00","Online","0.63422250016007","1323","Customer 1323","35","Address 1323","4057.2504064544","11/19/2022","2323","Merchant 2323","Location 2323","0","0","87.549004521358","10.04748839066"
"324","1/14/2022 11:00","Retail","0.83216662411806","1324","Customer 1324","58","Address 1324","4823.210395723","11/20/2022","2324","Merchant 2324","Location 2324","0","0","36.017456120172","24.838450063683"
"325","1/14/2022 12:00","Online","0.72698991366204","1325","Customer 1325","51","Address 1325","2973.3516954241","11/21/2022","2325","Merchant 2325","Location 2325","0","0","49.457316342531","47.845083414662"
"326","1/14/2022 13:00","Food","0.35514793354812","1326","Customer 1326","58","Address 1326","8118.8584537411","11/22/2022","2326","Merchant 2326","Location 2326","0","0","94.553631871782","14.615120532256"
"327","1/14/2022 14:00","Other","0.5369987811207","1327","Customer 1327","21","Address 1327","9003.5763734374","11/23/2022","2327","Merchant 2327","Location 2327","0","0","12.067869544491","60.688842394186"
"328","1/14/2022 15:00","Food","0.63193755323884","1328","Customer 1328","62","Address 1328","4443.0373774596","11/24/2022","2328","Merchant 2328","Location 2328","0","0","24.060764572733","61.23217477801"
"329","1/14/2022 16:00","Food","0.95650055201333","1329","Customer 1329","64","Address 1329","2502.3215286877","11/25/2022","2329","Merchant 2329","Location 2329","0","0","59.29937764417","93.372504318646"
"330","1/14/2022 17:00","Food","0.066511421188534","1330","Customer 1330","63","Address 1330","8773.9569404885","11/26/2022","2330","Merchant 2330","Location 2330","1","1","47.671333536017","95.766921813061"
"331","1/14/2022 18:00","Other","0.79199369777247","1331","Customer 1331","35","Address 1331","1236.2190158414","11/27/2022","2331","Merchant 2331","Location 2331","0","0","34.974785486809","61.88904454076"
"332","1/14/2022 19:00","Travel","0.22175741294782","1332","Customer 1332","25","Address 1332","9334.9451655779","11/28/2022","2332","Merchant 2332","Location 2332","0","1","28.355782145185","70.867404506047"
"333","1/14/2022 20:00","Other","0.012760129108796","1333","Customer 1333","30","Address 1333","7966.0000994993","11/29/2022","2333","Merchant 2333","Location 2333","0","1","70.812854530809","70.957609289485"
"334","1/14/2022 21:00","Other","0.94807328300399","1334","Customer 1334","41","Address 1334","4572.6468732795","11/30/2022","2334","Merchant 2334","Location 2334","0","0","51.916807419107","47.595191548835"
"335","1/14/2022 22:00","Online","0.40416097641916","1335","Customer 1335","41","Address 1335","7820.4882484834","12/1/2022","2335","Merchant 2335","Location 2335","0","0","94.065886285762","84.748393378285"
"336","1/14/2022 23:00","Retail","0.79858625688803","1336","Customer 1336","42","Address 1336","9996.9915246593","12/2/2022","2336","Merchant 2336","Location 2336","0","0","64.064786587041","64.299606059705"
"337","1/15/2022 0:00","Other","0.14808012236947","1337","Customer 1337","38","Address 1337","3742.5851573597","12/3/2022","2337","Merchant 2337","Location 2337","0","0","53.565868679608","59.065588271317"
"338","1/15/2022 1:00","Travel","0.074913694828878","1338","Customer 1338","19","Address 1338","8205.1372724194","12/4/2022","2338","Merchant 2338","Location 2338","0","0","21.958819772539","59.400955284335"
"339","1/15/2022 2:00","Travel","0.3973709630788","1339","Customer 1339","53","Address 1339","7374.1139444709","12/5/2022","2339","Merchant 2339","Location 2339","0","0","81.112410035598","26.18399976018"
"340","1/15/2022 3:00","Other","0.49312731044968","1340","Customer 1340","43","Address 1340","7309.4774440017","12/6/2022","2340","Merchant 2340","Location 2340","0","0","55.870435371902","69.172342805737"
"341","1/15/2022 4:00","Food","0.70163008215766","1341","Customer 1341","24","Address 1341","2757.6814095177","12/7/2022","2341","Merchant 2341","Location 2341","0","0","48.300649433256","60.744976280087"
"342","1/15/2022 5:00","Retail","0.053330503461924","1342","Customer 1342","21","Address 1342","7906.1219418015","12/8/2022","2342","Merchant 2342","Location 2342","0","0","10.14333881756","60.986994940979"
"343","1/15/2022 6:00","Other","0.85736201945299","1343","Customer 1343","48","Address 1343","8272.5366317906","12/9/2022","2343","Merchant 2343","Location 2343","0","0","39.325287325996","99.616070322472"
"344","1/15/2022 7:00","Other","0.33755870545383","1344","Customer 1344","50","Address 1344","2880.8352738998","12/10/2022","2344","Merchant 2344","Location 2344","0","0","45.511398330223","84.499283991391"
"345","1/15/2022 8:00","Food","0.85829376246287","1345","Customer 1345","52","Address 1345","7264.8070412137","12/11/2022","2345","Merchant 2345","Location 2345","0","0","38.545092155726","37.87307960365"
"346","1/15/2022 9:00","Food","0.65941895749823","1346","Customer 1346","36","Address 1346","5760.887631447","12/12/2022","2346","Merchant 2346","Location 2346","0","0","75.64047375169","38.693167204961"
"347","1/15/2022 10:00","Other","0.98223314418947","1347","Customer 1347","20","Address 1347","8935.0071455859","12/13/2022","2347","Merchant 2347","Location 2347","0","0","55.287999451627","45.028448394885"
"348","1/15/2022 11:00","Online","0.19769741898116","1348","Customer 1348","41","Address 1348","1599.2290316886","12/14/2022","2348","Merchant 2348","Location 2348","0","0","76.785132019779","66.476184249244"
"349","1/15/2022 12:00","Online","0.10129592916001","1349","Customer 1349","18","Address 1349","2342.1132011929","12/15/2022","2349","Merchant 2349","Location 2349","0","0","54.424641886703","74.413121917913"
"350","1/15/2022 13:00","Online","0.12526762860901","1350","Customer 1350","49","Address 1350","3431.9397182364","12/16/2022","2350","Merchant 2350","Location 2350","0","0","81.38910741573","43.455013716823"
"351","1/15/2022 14:00","Food","0.62509680903298","1351","Customer 1351","32","Address 1351","6685.5984536401","12/17/2022","2351","Merchant 2351","Location 2351","0","0","76.111213192589","28.343420494037"
"352","1/15/2022 15:00","Food","0.14576235716137","1352","Customer 1352","20","Address 1352","8130.7378927765","12/18/2022","2352","Merchant 2352","Location 2352","0","0","70.429554788949","70.004303474793"
"353","1/15/2022 16:00","Other","0.034554117344189","1353","Customer 1353","18","Address 1353","6465.0123838439","12/19/2022","2353","Merchant 2353","Location 2353","0","0","49.056143246587","89.087766619863"
"354","1/15/2022 17:00","Travel","0.62537304336271","1354","Customer 1354","45","Address 1354","3903.7945544979","12/20/2022","2354","Merchant 2354","Location 2354","0","0","24.820314458084","66.085795009839"
"355","1/15/2022 18:00","Retail","0.59643493768336","1355","Customer 1355","43","Address 1355","5852.6047658413","12/21/2022","2355","Merchant 2355","Location 2355","0","0","70.791766477572","76.349993505418"
"356","1/15/2022 19:00","Online","0.24710825329891","1356","Customer 1356","44","Address 1356","7927.5942724714","12/22/2022","2356","Merchant 2356","Location 2356","0","0","32.225674474963","60.307074639144"
"357","1/15/2022 20:00","Travel","0.20079724090979","1357","Customer 1357","45","Address 1357","9999.776238941","12/23/2022","2357","Merchant 2357","Location 2357","0","0","50.065255603159","33.612557133683"
"358","1/15/2022 21:00","Food","0.12062562305891","1358","Customer 1358","51","Address 1358","7039.2748357039","12/24/2022","2358","Merchant 2358","Location 2358","0","0","50.133058631952","41.670710541422"
"359","1/15/2022 22:00","Travel","0.23179617195658","1359","Customer 1359","53","Address 1359","8430.9865186788","12/25/2022","2359","Merchant 2359","Location 2359","0","0","46.655093692776","47.126409032658"
"360","1/15/2022 23:00","Online","0.20317017323779","1360","Customer 1360","55","Address 1360","6839.0335020103","12/26/2022","2360","Merchant 2360","Location 2360","0","0","16.471689960258","41.705860820623"
"361","1/16/2022 0:00","Travel","0.35582893737942","1361","Customer 1361","30","Address 1361","6002.2961923116","12/27/2022","2361","Merchant 2361","Location 2361","0","0","76.537172325541","42.328118604078"
"362","1/16/2022 1:00","Food","0.50599110881574","1362","Customer 1362","23","Address 1362","3006.7065466797","12/28/2022","2362","Merchant 2362","Location 2362","0","0","30.77289757421","71.736859133975"
"363","1/16/2022 2:00","Online","0.4523257975361","1363","Customer 1363","30","Address 1363","4358.9137546159","12/29/2022","2363","Merchant 2363","Location 2363","0","0","40.852818861469","72.731472484099"
"364","1/16/2022 3:00","Travel","0.83040720197784","1364","Customer 1364","47","Address 1364","1742.320537514","12/30/2022","2364","Merchant 2364","Location 2364","0","1","78.346753836544","61.13653202003"
"365","1/16/2022 4:00","Travel","0.23898271920296","1365","Customer 1365","49","Address 1365","2249.6838410312","12/31/2022","2365","Merchant 2365","Location 2365","1","0","81.516906245374","40.658978551453"
"366","1/16/2022 5:00","Other","0.65740153272922","1366","Customer 1366","45","Address 1366","3069.6446371625","1/1/2023","2366","Merchant 2366","Location 2366","0","0","80.292029736922","38.319915044073"
"367","1/16/2022 6:00","Travel","0.87356086993904","1367","Customer 1367","19","Address 1367","6381.9581278617","1/2/2023","2367","Merchant 2367","Location 2367","0","0","66.111861896243","67.843357133968"
"368","1/16/2022 7:00","Online","0.89046048279896","1368","Customer 1368","19","Address 1368","8411.6444157587","1/3/2023","2368","Merchant 2368","Location 2368","0","0","24.225467946636","39.311590795698"
"369","1/16/2022 8:00","Online","0.91412300221816","1369","Customer 1369","20","Address 1369","4345.5834657093","1/4/2023","2369","Merchant 2369","Location 2369","0","0","20.702028708496","70.520105769323"
"370","1/16/2022 9:00","Other","0.11241663835783","1370","Customer 1370","36","Address 1370","1148.5081932446","1/5/2023","2370","Merchant 2370","Location 2370","0","0","91.154751033887","81.391676972298"
"371","1/16/2022 10:00","Other","0.86855870355423","1371","Customer 1371","40","Address 1371","3962.394107557","1/6/2023","2371","Merchant 2371","Location 2371","0","0","50.12328348996","41.028306543795"
"372","1/16/2022 11:00","Other","0.13783713388475","1372","Customer 1372","38","Address 1372","7351.1515686163","1/7/2023","2372","Merchant 2372","Location 2372","0","0","66.691910834603","63.453041232214"
"373","1/16/2022 12:00","Other","0.54666400666425","1373","Customer 1373","42","Address 1373","1762.5299671176","1/8/2023","2373","Merchant 2373","Location 2373","0","0","77.016372285904","71.954184532776"
"374","1/16/2022 13:00","Travel","0.50920800136711","1374","Customer 1374","47","Address 1374","2897.0010435263","1/9/2023","2374","Merchant 2374","Location 2374","0","0","88.187999827352","74.943141541633"
"375","1/16/2022 14:00","Retail","0.40062112685864","1375","Customer 1375","18","Address 1375","4545.9851122194","1/10/2023","2375","Merchant 2375","Location 2375","0","0","49.654678943224","29.137192085768"
"376","1/16/2022 15:00","Food","0.41106932005729","1376","Customer 1376","53","Address 1376","5745.127918765","1/11/2023","2376","Merchant 2376","Location 2376","0","0","13.287642103714","30.412437389916"
"377","1/16/2022 16:00","Online","0.65809333920574","1377","Customer 1377","46","Address 1377","7515.2106953637","1/12/2023","2377","Merchant 2377","Location 2377","0","0","79.806539674115","94.349468720705"
"378","1/16/2022 17:00","Food","0.37316227905204","1378","Customer 1378","45","Address 1378","7949.83711898","1/13/2023","2378","Merchant 2378","Location 2378","0","0","43.597486396286","25.562897726594"
"379","1/16/2022 18:00","Online","0.52560572782482","1379","Customer 1379","18","Address 1379","4094.4055921237","1/14/2023","2379","Merchant 2379","Location 2379","0","0","50.653481352004","95.693702684677"
"380","1/16/2022 19:00","Other","0.60959476774998","1380","Customer 1380","28","Address 1380","1134.4490813008","1/15/2023","2380","Merchant 2380","Location 2380","0","0","20.487632435112","35.73345140903"
"381","1/16/2022 20:00","Online","0.88828066221024","1381","Customer 1381","58","Address 1381","4206.1994899084","1/16/2023","2381","Merchant 2381","Location 2381","0","0","29.464748047989","60.527247787408"
"382","1/16/2022 21:00","Food","0.40772619932975","1382","Customer 1382","40","Address 1382","2896.257873108","1/17/2023","2382","Merchant 2382","Location 2382","0","0","78.811634695648","16.553678158637"
"383","1/16/2022 22:00","Other","0.33166171840531","1383","Customer 1383","36","Address 1383","4959.8935059927","1/18/2023","2383","Merchant 2383","Location 2383","0","0","47.177121188793","27.254337830092"
"384","1/16/2022 23:00","Other","0.37987930493552","1384","Customer 1384","19","Address 1384","4085.4553254859","1/19/2023","2384","Merchant 2384","Location 2384","0","0","96.638914933617","31.804252184524"
"385","1/17/2022 0:00","Online","0.67109499955527","1385","Customer 1385","36","Address 1385","4335.8140319392","1/20/2023","2385","Merchant 2385","Location 2385","0","0","49.539626006185","55.764765287503"
